name,web,lat,long,country
Czech Jugger - Krutá hra,Fullkontaktní jugger v postapokalyptickém stylu<br><br>Tréninky:<br>v nepravidelných intervalech v neděli odpoledne v Letenských sadech<br><br>Kontakt:<br>https://www.facebook.com/krutahra<br><br>================================<br><br>Fullcontact jugger postapocalyptic style<br><br>Trainings:<br>irregularly but on Sunday afternoons in Letenské sady (where the pin is)<br><br>Contact:<br>https://www.facebook.com/krutahra,14.4181287,50.0971011,Other
jugger.cz,jugger v České republice<br><br>Kontakt:<br>http://jugger.cz<br>www.facebook.com/jugger.cz<br><br>==================================<br><br>jugger in the Czech republic<br><br>Contact:<br>http://jugger.cz<br>www.facebook.com/jugger.cz,14.4245123,50.0835545,Other
Jugger Znojmo,Tréninky:<br>nepravidelně<br><br>Kontakt:<br>https://www.facebook.com/JuggerZnojmo<br><br>==================================<br><br>Trainings:<br>irregularly<br><br>Contact:<br>https://www.facebook.com/JuggerZnojmo,16.0558319,48.8547763,Other
Sadaři Praha,Tréninky:<br>každé pondělí od 18:00 do 20:00 na rovince v Riegrových sadech<br><br>Kontakt:<br>https://www.facebook.com/SadariPraha/<br><br>=================================<br><br>Trainings:<br>every Monday from 6pm to 8pm in Riegrovy sady (where the pin is)<br><br>Contact:<br>https://www.facebook.com/SadariPraha/,14.4437385,50.0797335,Other
Jugger Israel,https://www.facebook.com/groups/1662627454012833/,35.0221825,32.7773163,Other
Grazer Panthers,https://www.facebook.com/groups/732500243621178/,15.4395039999999,47.070714,Other
Sighting of Jugger at Noxbo,Sighting of Jugger in Finland - https://www.youtube.com/watch?v=--l2w0Koi2M&feature=youtu.be&t=23m17s,24.5977235,61.1999348,Other
Jugger at Kiev Fencing Club,http://forum.jugger.org/viewtopic.php?f=29&t=2112,30.5236244,50.4499352,Other
Juggerball Marozzo,<a href="https://www.youtube.com/watch?v=Ges3oHRuFIs"><img src="https://img.youtube.com/vi/Ges3oHRuFIs/hqdefault.jpg" height="200" width="auto" /></a><br><br><a href="https://www.youtube.com/embed/Ges3oHRuFIs">https://www.youtube.com/embed/Ges3oHRuFIs</a><br><br>Teams from Rome, Florence and Perugia have competed. Held at event called Valhalla. https://www.youtube.com/watch?v=Ges3oHRuFIs,12.5299072,41.902277,Other
Kroužek jugger (Rodinné cetrum Osmička),Kroužek jugger v rámci aktivit Rodinného centra Osmička.<br><br>Kontakt:<br>http://osmickaprorodinu.cz/detske-kluby/rc-osmicka/<br>http://jugger.cz<br>www.facebook.com/jugger.cz<br><br>==================================<br><br>Leisure activity club offering jugger.<br><br>Contact:<br>http://osmickaprorodinu.cz/detske-kluby/rc-osmicka/<br>http://jugger.cz<br>www.facebook.com/jugger.cz,14.4315934,50.1407639,Other
Kroužek jugger (Wannado Arena),Kroužek jugger v rámci aktivit Wannado Areny.<br><br>Kontakt:<br>https://www.wannadosports.com/cz/subpage/wannado_arena<br>http://jugger.cz<br>www.facebook.com/jugger.cz<br><br>==================================<br><br>Leisure activity club offering jugger.<br><br>Contact:<br>https://www.wannadosports.com/cz/subpage/wannado_arena<br>http://jugger.cz<br>www.facebook.com/jugger.cz,14.4910124,50.032559,Other
Jugger Zheleznogorsk,Zheleznogorsk, Pathfinders' square,35.373729,52.331021,Other
Järnboås Järnfalkar,Vinterträningshall. Första juggerlaget i Sverige, grundades i 2012 av Ruben the Uhu http://www.jarnboas.se,14.86344,59.656648,Scandinavia
Juggerklubben Bergslagstrollen,Andra juggerlaget i Sverige, grundades i 2015. Två lag, svart och rosa. http://jugger.se/index.php/lagen/oversikt/team/0/2-juggerklubben-bergslagstrollen,15.234443,59.589036,Scandinavia
Fellingsbro Deers,,15.598322,59.428665,Scandinavia
Hunters,http://jugger.se/index.php/lagen/oversikt/team/0/6-hunters,15.361311,59.47579,Scandinavia
Wästerås Wolfpack,http://jugger.se/index.php/lagen/oversikt/team/0/8-westeras-wolfpack,16.55159,59.595536,Scandinavia
Sparvgardet Arvika,,12.585526,59.649184,Scandinavia
Örebro juggergrupp,Träningen sker på olika ställen. Se facebook.,15.175241,59.283131,Scandinavia
Umeå Osport,,20.2630354,63.8258471,Scandinavia
Järnsvenskan #Rubenstock,Första juggerfestivalen i Sverige (kanske i världen?), varje juni, sedan 2013/2015 .Swedens first Jugger festival, annually since 2013/15. http://www.jarnsvenskan.se,14.89869,59.6465,Scandinavia
Jugger Gotland,Kontakta Håkan, Studiefrämjandet Gotland vid intresse! Jugger spelas också på fritidsgårdar.,18.3047444,57.644298,Scandinavia
Nora Jugger,https://www.facebook.com/groups/1761063727479084/,15.0378667,59.5192064,Scandinavia
Jugger Stockholm,https://www.facebook.com/groups/193822991302826/,18.0685808000001,59.3293235,Scandinavia
New Zealand Jugger League,https://www.facebook.com/nzjugger,174.3229866,-35.7252976,Australia__NZ
Jugger Toowoomba,<img src="https://doc-0c-b0-mymaps.googleusercontent.com/untrusted/hostedimage/glq0ertkjq4pfspe462v75g0i8/kuo3st3l0oc5a5ecoabjkveh1c/1573214400000/9FnDH1sQNa5OyRurRtSi3XhS4vWlfz6Y/07371843970532912375/1AF2TALr9TihYbNe2DPVEn4QCJw1mvXCp_v33HmhPDK_uVUhNI3hkfC9bYEp1NgbTIuymO0-v20vKioXqSd401k8XDWt0fJlfHsVCyh9Oi8kK-6lxTKSpo6AOqtFux8I8zOV_pHxrI0JzQ0SmKTrzQfD459rWODPioN5VEK9x1Rk_UICnd_QNMCMKLtvdQ1wQqestphn5UlmTsaqk5zU4RVpouhPkiKqdf_y1dnjsNMhraRNrcJ_4K0mzQwZTEbHpeHK1jNVvcwFXMEiEKlvbALVL9in0qEWglQ?session=1&fife" height="200" width="auto" /><br><br>https://www.facebook.com/groups/jugger.toowoomba/,151.9549942,-27.561243,Australia__NZ
Jugger Canberra,<img src="https://doc-14-b0-mymaps.googleusercontent.com/untrusted/hostedimage/glq0ertkjq4pfspe462v75g0i8/j6oih8ipu0pm321pg89ja4d3sc/1573214400000/9FnDH1sQNa5OyRurRtSi3XhS4vWlfz6Y/07371843970532912375/1AF2TALqEo6H2GlguIXCaRBl_XbuoXBayoxseGnDM6IQRT5BpzBiAnjlZxcEDytzFzYZEAEuq_LkDX4YKS4PiQy_gzrpJYK9FEydPa6UDcJhPieH7HBd5Sw6oalnGDo5Y1jHFJDFWHh-IPy4WAUL_Mz157YWI1b7ZYF8LLzsB1P785XqcZIOKGRglFZdqVsOa85v4IaEBtjQNxygzJoFY8H2MsrURt-OuWYR9UfUTRAUcyDcIC_LUGDSku3k-Bo_7RjDPr8B74W4HnojqFGMGWAJpIHt38NZOAQ?session=1&fife" height="200" width="auto" /><br><br>https://www.facebook.com/groups/juggercanberra/,149.127388,-35.2865452,Australia__NZ
Brisbane Jugger,<img src="https://doc-04-b0-mymaps.googleusercontent.com/untrusted/hostedimage/glq0ertkjq4pfspe462v75g0i8/ao7pb06r80om36i1g5din6k2nc/1573214400000/9FnDH1sQNa5OyRurRtSi3XhS4vWlfz6Y/07371843970532912375/1AF2TALrYCiBLQInWYwHKvTjp2mF8F1V9XZ9P4TSuc9siHO7u0JIGRnysQE9FY140vpbI1WsTmukMvGVrCiBxhKihV3m8HuvWurSP01nSEeH_d7HDo-aW41-joNdt48XSFR-nSgAC_ILLpE307Yx0fZaWWO7G3rZpfXEWavG3Qwyy2-FNBsdy2ZGqHy4_AnL7Ba6RTrlW1JUvb4cbeuAaJxHf6SYjUC8oCiihtWdWGiyMGnZkcnRCMH23dHGGGpCX8AlyhMfG0Extv-nhfaT64rZ8rJI9qFwDCQ?session=1&fife" height="200" width="auto" /><br><br>https://www.facebook.com/groups/JuggerAustralis/,153.0517388,-27.4693636,Australia__NZ
Melbourne Jugger,<img src="https://doc-00-b0-mymaps.googleusercontent.com/untrusted/hostedimage/glq0ertkjq4pfspe462v75g0i8/rmkrhh7eq2n4sce4n80rkckcng/1573214400000/9FnDH1sQNa5OyRurRtSi3XhS4vWlfz6Y/07371843970532912375/1AF2TALqHZ5SuedtNhonqyzSKKO_PVRstCZJH9ZCE9rzLFAOCuFSkfOn_-NsSlXdZUw1EhyuvH1ewBfWxQwCj60fJL0CVpeag6q80O407n-ank-VC4ID5Lvq7a1UjqYRpPzPIUpJtru9ngORUVcAuAXsV_LRvMVhHFX--tY50dSwJ_UvMJQsSxEsXJ8X3Nlf8sbmRiLjw_-LTqSXNO_fKzg2nEGNzBKHePBuX1VtVzHs3xJegUxUqfvuCoHYA8Ozf8ELF56Cpcqpk4T9sMWJCyN5-kZXFw5l4iQ?session=1&fife" height="200" width="auto" /><br><br>https://www.facebook.com/groups/swinburnejugger/,145.0377274,-37.8225312,Australia__NZ
Jugger Wollongong,https://www.facebook.com/groups/1559341514347688/,150.8929682,-34.4254609,Australia__NZ
Newcastle Jugger,<img src="https://doc-14-b0-mymaps.googleusercontent.com/untrusted/hostedimage/glq0ertkjq4pfspe462v75g0i8/2947c419b6ttmoe47lnogp0ju0/1573214400000/9FnDH1sQNa5OyRurRtSi3XhS4vWlfz6Y/07371843970532912375/1AF2TALoKpXpBCQMrdNgYhC9pNqGwHoFNckM-mH0XpLEF1kJqs1nsSFnzUolW1mcEz9FoNr3JhjFAF3PIXmZqJxVoSbgCPdZphRLazapc8TGPWUNkGeANmEmwFC8M5WlL8RSfa5TOJn92mHeGGBbhOPetUqqgD7834JS2YF_W6IGct87bCGRW5MHbYcLnev8W0yGU5liGvjfgZEH-5e7Lg1neUUOZr3WoY9QbRxxu7E7YP5obWYUUUM8Vy9PkOxvR1LOnyU1d5F8y0MPYzGBzsll1tL1IBJlZMA?session=1&fife" height="200" width="auto" /><br><br>https://www.facebook.com/groups/309242885911162/,151.7774964,-32.9274365,Australia__NZ
Gympie Jugger,https://www.facebook.com/groups/1546928355609191/,152.6592841,-26.1921895,Australia__NZ
Aixcalibur,https://www.facebook.com/aixcalibur/,6.0836792,50.7752787,Germany_and_Some_Neighbours
NOX,https://www.facebook.com/pages/NOX/363888147077610,13.3110523,52.4747821,Germany_and_Some_Neighbours
Die verstörten Zernichter,,9.95335479999994,49.7913044,Germany_and_Some_Neighbours
Affen Mit Waffen,http://www.jsv-sulzbach.de/,11.7520238,49.4951972,Germany_and_Some_Neighbours
Ahle Säcke,https://www.facebook.com/ahlesaeckerof,9.7277069,50.9959586,Germany_and_Some_Neighbours
Anima Equorum,https://www.facebook.com/animaequorum,11.9694329,51.4566276,Germany_and_Some_Neighbours
Jugger Team Armageddon,http://jugger-nbg.jimdo.com/,11.0707211,49.4516108,Germany_and_Some_Neighbours
Awesome Pirates,https://www.facebook.com/groups/266826353342617/,7.4670982,53.2354274,Germany_and_Some_Neighbours
Moonwalk to Pluto,https://www.facebook.com/groups/1401629160052922/?fref=nf,9.9327994,51.5598773,Germany_and_Some_Neighbours
Blutgrätsche,https://hanseaticjugger.de/ and https://www.facebook.com/HanseaticJugger/,10.6831742,53.864777,Germany_and_Some_Neighbours
Cervisia Ultima e.V,https://www.facebook.com/CervisiaUltima,6.7062627,51.3883406,Germany_and_Some_Neighbours
Chimaera Brunsviga,https://www.facebook.com/ChimaeraBrunsviga,10.5268336,52.2674482,Germany_and_Some_Neighbours
Cottbus Klatscher,https://www.facebook.com/pages/Cottbus-Klatscher/180312941992310,14.3349695,51.7555551,Germany_and_Some_Neighbours
Jugger Lüneburg ex.V.,https://www.facebook.com/groups/172384752804384/,10.4088592,53.2465224,Germany_and_Some_Neighbours
CVJM Jugger Coswig,https://www.facebook.com/JuggerCoswig,13.5784363,51.1297072,Germany_and_Some_Neighbours
Darkwing Jugg,https://www.facebook.com/JuggerArnsberg,8.0554676,51.4079333,Germany_and_Some_Neighbours
Jugger in Saarbrücken,https://www.facebook.com/groups/Juggerhood/,7.0006513,49.2285914,Germany_and_Some_Neighbours
Jugger Marburg,https://www.facebook.com/groups/346709222048391/,8.7692141,50.8003475,Germany_and_Some_Neighbours
Die Kuhdorf-Vereinigung,https://www.facebook.com/KuhdorfVereinigung,8.0940378,50.6947451,Germany_and_Some_Neighbours
Die Leere Menge,https://www.facebook.com/dieleeremenge,13.395145,54.0894526,Germany_and_Some_Neighbours
Jugger e.V. Waidhaus,Associated Teams : Drachenblut  https://www.facebook.com/juggerwaidhaus,12.4956287,49.6416853,Germany_and_Some_Neighbours
Falco Jugger Berlin,https://www.facebook.com/pages/Falco-Jugger-Berlin/149799265107595,13.302126,52.4695276,Germany_and_Some_Neighbours
Fischkoppkrieger Jugger Kiel,https://www.facebook.com/fischkoppkrieger,10.1518607,54.3077608,Germany_and_Some_Neighbours
Five Finger Death Pompfer,https://www.facebook.com/pages/Five-Finger-Death-Pompfer/395602110564995,10.4539633,50.7228458,Germany_and_Some_Neighbours
Fläminger Bumchucks,https://www.facebook.com/FlamingerBumchucks,12.5944949,52.1424963,Germany_and_Some_Neighbours
The Flying Juggmen,https://www.facebook.com/TheFlyingJuggmen,7.0965028,50.7281297,Germany_and_Some_Neighbours
Oldenburger Keiler eV,https://www.facebook.com/pages/Oldenburger-Keiler-eV/176412039080677,8.2413554,53.1382948,Germany_and_Some_Neighbours
Jugger Dachau,https://www.facebook.com/groups/338582279549703/,11.435287,48.26127,Germany_and_Some_Neighbours
Grünanlagen Guerilla,https://www.facebook.com/pages/Gr%C3%BCnanlagen-Guerilla/160552890699146,13.3180905,52.4700243,Germany_and_Some_Neighbours
Gallier - Jugger Kaltbrunn,https://www.facebook.com/GallierKaltbrunn,8.2967377,48.2909601,Germany_and_Some_Neighbours
Gossenhauer,https://www.facebook.com/pages/Gossenhauer-Freiburg/505513702883908,7.8416634,47.998279,Germany_and_Some_Neighbours
Hannover Living Undeads,https://www.facebook.com/pages/Hannover-Living-Undeads/426648014109411,9.7328568,52.3711713,Germany_and_Some_Neighbours
Heidelberg Hobbitz,http://www.hobbitz.de/blog/,8.6710024,49.3982112,Germany_and_Some_Neighbours
Jugg - the Ripper,https://www.facebook.com/jugg.ripper,7.4686861,51.3686994,Germany_and_Some_Neighbours
Jugger in Ausberg,https://www.facebook.com/juggeraugsburg,10.8960342,48.3653737,Germany_and_Some_Neighbours
Tackle Tiger - Jugger in Karlsruhe,https://www.facebook.com/tackletiger,8.3980179,49.0056727,Germany_and_Some_Neighbours
Jugger Haufen Bochum,https://www.facebook.com/JuggerHaufenBochum,7.2126103,51.481864,Germany_and_Some_Neighbours
Juggernauts,https://www.facebook.com/groups/OrangeJuggernauts/,11.0128197,49.589223,Germany_and_Some_Neighbours
Dropkick Cologne - Jugger in Köln,https://www.facebook.com/jugger.in.koeln/,6.9605255,50.9357146,Germany_and_Some_Neighbours
Jugglers Jugg,https://www.facebook.com/pages/Jugglers-Jugg/363363587082446,11.9653988,51.4565742,Germany_and_Some_Neighbours
Jukk|er Schwaikheim,https://www.facebook.com/pages/Jukker-Schwaikheim/111616105634877,9.3521118,48.8724073,Germany_and_Some_Neighbours
Kamikaze Eulen,https://www.facebook.com/victim.rethwisch/<br>http://www.vfl-rethwisch.de/jugger/,10.4413462,53.7826388,Germany_and_Some_Neighbours
Jugger Hamburg,Associated teams : Torpedo, Torpedo Baam, Last Man Standing https://www.facebook.com/pages/Jugger-Hamburg/267769903236636,10.012579,53.5968346,Germany_and_Some_Neighbours
1. Jugger-Club Hagen e.V.,https://www.facebook.com/MadMonkeys,7.4699628,51.3717469,Germany_and_Some_Neighbours
Mainzer Marodeure,https://www.facebook.com/Mainzer-Marodeure-1471410609760958/,8.2534791,49.9919049,Germany_and_Some_Neighbours
Munich Monks,https://www.facebook.com/pages/M-Jugger-Juggern-in-M%C3%BCnchen/351312038290495,11.5703202,48.1301218,Germany_and_Some_Neighbours
Pader Bears - Juggerteam Paderborn,https://www.facebook.com/PaderBears,8.761425,51.7188401,Germany_and_Some_Neighbours
Phoenix Marburg,https://www.facebook.com/PhoenixMarburg,8.7643433,50.7986117,Germany_and_Some_Neighbours
Pig Pile,https://www.facebook.com/pages/Pig-Pile/231211513671133,7.4710464,51.3667703,Germany_and_Some_Neighbours
Pink Pain,https://www.facebook.com/pages/Pink-Pain/498708653551726,8.6524201,49.8716275,Germany_and_Some_Neighbours
Pompfenjäger,https://www.facebook.com/Pompfenjaeger,13.3911324,54.0864824,Germany_and_Some_Neighbours
Pompfritz,https://www.facebook.com/Pompfritz,7.1632254,51.2625862,Germany_and_Some_Neighbours
Rigor Mortis,http://jugger.de/teams/juggerteams-berlin.php  http://www.tib1848ev.de/sportarten/jugger/ansprechpartner/,13.4076012,52.4830644,Germany_and_Some_Neighbours
Hornets TSV Butzbach / Jugger Butzbach,https://www.facebook.com/JuggerButzbach,8.6694146,50.4344385,Germany_and_Some_Neighbours
S.P.A.T. Jugger Villingen,https://www.facebook.com/JuggerVillingen,8.4493875,48.0578896,Germany_and_Some_Neighbours
Jugger Münster e.V.,https://www.facebook.com/pages/Jugger-M%C3%BCnster-eV/349917315020918,7.6286316,51.9597114,Germany_and_Some_Neighbours
Jugger Bad Oeynhausen,https://www.facebook.com/JuggerBadOeynhausen,8.8020659,52.2061865,Germany_and_Some_Neighbours
Skull,https://www.facebook.com/pages/Skull/577673718950073,13.3079624,52.4582061,Germany_and_Some_Neighbours
Sonnenwende - Jugger,https://www.facebook.com/SonnenwendeJugger,13.328991,52.4623376,Germany_and_Some_Neighbours
SaarBastion,,6.75228649999997,49.3134606,Germany_and_Some_Neighbours
JUGGER IN HANNOVER,Associated Teams : Living Undeads, Spalter  http://www.hannover-jugger.de/joomla/,9.7213555,52.375442,Germany_and_Some_Neighbours
Sturmwölfe - Jugger in Bielefeld,https://www.facebook.com/sturmwoelfe,8.5299397,52.0300003,Germany_and_Some_Neighbours
Unicorns of Doom,,7.3192627,49.288796,Germany_and_Some_Neighbours
Weserkraken - Jugger Bremen,https://www.facebook.com/JuggerBremen,8.8019371,53.0785588,Germany_and_Some_Neighbours
Victim,https://www.facebook.com/victim.rethwisch/<br>http://www.vfl-rethwisch.de/jugger/,10.4426338,53.782613,Germany_and_Some_Neighbours
Jugger Erfurt,https://www.facebook.com/juggererfurt/,11.02988,50.9847679,Germany_and_Some_Neighbours
Jugger Giants Hohegeiß,https://www.facebook.com/JuggerGiants/,10.6106902,51.727839,Germany_and_Some_Neighbours
Without Rules Jugger Rotenburg,https://www.facebook.com/pages/Without-Rules-Jugger-Rotenburg/634220579938464,9.3990826,53.1067143,Germany_and_Some_Neighbours
Jugger Legion Kreis Olpe,https://www.facebook.com/pages/Jugger-Legion-Kreis-Olpe/455548991222603,7.8502464,51.0281971,Germany_and_Some_Neighbours
Schädelschwenker,https://www.juggersportsaarpfalz.de/,7.3196918,49.2888169,Germany_and_Some_Neighbours
Jugger-Verein Ahaus e.v.,https://www.facebook.com/jugger.ahaus,6.9220734,52.0290497,Germany_and_Some_Neighbours
Jugger Zwickau,https://www.facebook.com/JuggerZwickau/,12.477808,50.7122217,Germany_and_Some_Neighbours
Jugger NT,https://www.facebook.com/pages/Jugger-Nt/190314434327344,9.3443656,48.6223143,Germany_and_Some_Neighbours
Jugger Club Mannheim,https://www.facebook.com/JuggerClubMannheim,8.4630776,49.4879216,Germany_and_Some_Neighbours
Forrest Jugg,https://www.facebook.com/pages/Forrest-Jugg/394436274040780,7.8837419,50.9046465,Germany_and_Some_Neighbours
Zonenkinder,https://www.facebook.com/pages/Zonenkinder/224701517588314,11.5909625,50.9264643,Germany_and_Some_Neighbours
Jugger Helden Bamberg,https://www.facebook.com/JuggerHeldenBamberg,10.8152032,49.8399891,Germany_and_Some_Neighbours
Jugger beim TFC Kaiserslautern Esox Lucius,https://www.facebook.com/Jugger.Esox.Lucius/,7.7401256,49.4309054,Germany_and_Some_Neighbours
Jugger Team Waldmeister Lollar,https://www.facebook.com/pages/Jugger-Team-Waldmeister-Lollar/293968940774975,8.7060643,50.6475557,Germany_and_Some_Neighbours
Jugger Stuttgart,https://www.facebook.com/pages/Jugger-Stuttgart/158046564258157,9.1773606,48.7772341,Germany_and_Some_Neighbours
Lahnveilchen Gießen,https://www.facebook.com/pages/Lahnveilchen-Gie%C3%9Fen/295641173946084,8.6788559,50.5830186,Germany_and_Some_Neighbours
Blackthorn Jugger Club,<img src="https://doc-04-b0-mymaps.googleusercontent.com/untrusted/hostedimage/glq0ertkjq4pfspe462v75g0i8/maq7s1a6q2tjd723qa5i5976j4/1573214400000/9FnDH1sQNa5OyRurRtSi3XhS4vWlfz6Y/07371843970532912375/1AF2TALrxyIa4zBo56Hn5-jUk4BPElHN4bRyLTm50fCnWHkP_EwyBd_n-uBSo8PPjpPGSgpB22j7d1vmX4K8sRCKBziNRpZLSN47ZqkKQ043Hr-Z_qRM6Dlj0opFFgcmis_oKFjVCHqoWRKfEVuoWcmfH83SKtZ_fDiSsLPPmwwADcwS3nM2YFvjyKB3EjEmiwJU8QvzQ4wWLVJvUOvJ6WvHApyCq8J5zrx69hnPFU9LBVLmg1WpbarLZY7PhyamjkPZAT3eC8D8dc1LDna9m7Du1p2YuZd5v5Q?session=1&fife" height="200" width="auto" /><br><br>https://www.facebook.com/Blackthornjuggerclub/,6.7950439,51.2253779,Germany_and_Some_Neighbours
Jugger-Clausthal,https://www.facebook.com/JuggerClausthal,10.2523792,51.7530579,Germany_and_Some_Neighbours
Hurricane Blades Jugger Bingen,https://www.facebook.com/HurricaneBlades/,7.8844929,49.9698002,Germany_and_Some_Neighbours
Jugger Fleesenseeschule Malchow,No contact page yet.,12.4215889,53.4786224,Germany_and_Some_Neighbours
Blue Fangs - FFO,https://www.facebook.com/pages/Blue-Fangs-FFO/146044288896206,14.5513058,52.3463513,Germany_and_Some_Neighbours
Jugger e.V. Berlin,https://www.facebook.com/JuggerBerlin,13.3916473,52.4727431,Germany_and_Some_Neighbours
Jugger Rostock,https://www.facebook.com/jugger.rostock,12.0995951,54.0924856,Germany_and_Some_Neighbours
Leipziger Nachtwache,https://www.facebook.com/LeipzigerNachtwache,12.373867,51.3387626,Germany_and_Some_Neighbours
Jugger Osnabrück,https://www.facebook.com/JuggerOS/,8.0682564,52.2553393,Germany_and_Some_Neighbours
Jugger Demmin,http://juggerdemmin.wordpress.com/,13.0494618,53.9059436,Germany_and_Some_Neighbours
Dead Rabbits,https://www.facebook.com/DeadRabbitsLorsch/,8.5671043,49.6531823,Germany_and_Some_Neighbours
Keulen Eulen,https://www.facebook.com/KeulenEulen/,7.0394944,49.2512328,Germany_and_Some_Neighbours
Die Goldenen Reiter Dresden,https://www.facebook.com/DieGoldenenReiterDresden/?fref=ts,13.7372017,51.0502976,Germany_and_Some_Neighbours
Die mit der Mühle,https://www.facebook.com/DieMitDerMuehle/,10.9886456,49.4770758,Germany_and_Some_Neighbours
Juggersport Saarpfalz eV,https://www.juggersportsaarpfalz.de/,7.31948799999998,49.288656,Germany_and_Some_Neighbours
Nordische Sport Amateure,https://www.facebook.com/flnsa/,9.4478989,54.7933619,Germany_and_Some_Neighbours
Cranium Ex Machina,No Contact Info Yet,9.9604797,53.4610728,Germany_and_Some_Neighbours
Jugg Norris,No contact page yet.,9.4795704,51.3124277,Germany_and_Some_Neighbours
The Mighty Juggs,https://www.facebook.com/JuggerLippstadt/,8.341198,51.6710913,Germany_and_Some_Neighbours
Die Jugg-Badgers,http://jugger.de/teams/juggerteams-sachsen-anhalt.php,11.0567629,51.8943776,Germany_and_Some_Neighbours
Bayreuth Ravens,No Contact Info,11.5710068,49.945255,Germany_and_Some_Neighbours
Jugger ve Velkém Oseku,Oddíl sokolské všestrannosti Velký Osek.<br><br>Kontakt:<br>http://www.oseckagymnastika.cz/<br><br>==================================<br><br>Leisure activity club offering jugger.<br><br>Contact:<br>http://www.oseckagymnastika.cz/,15.1928285,50.1012303,Germany_and_Some_Neighbours
Jugger v Chomutově,Tělovýchovná jednota ZŠ SPV Chomutov.<br><br>Kontakt:<br>http://www.prdi.intek.cz/<br><br>==================================<br><br>Leisure activity club offering jugger.<br><br>Contact:<br>http://www.prdi.intek.cz/,13.4007025,50.4625242,Germany_and_Some_Neighbours
Jugger v Rýmařově,Gymnázium a Střední odborná škola Rýmařov.<br><br>Kontakt:<br>http://www.gymsosrym.cz/<br><br>==================================<br>High school playing jugger.<br><br>Contact:<br>http://www.gymsosrym.cz/,17.2669995,49.9337892,Germany_and_Some_Neighbours
Bob Jugger,https://www.facebook.com/bobjuggersued/,8.8522339,48.9479845,Germany_and_Some_Neighbours
LachsBoyZ,https://forum.jugger.org/,7.5220299,51.7385102,Germany_and_Some_Neighbours
Potsdamer Piranhas,https://www.facebook.com/PotsdamerPiranhas,13.0370800000001,52.389943,Germany_and_Some_Neighbours
Collapse,https://www.facebook.com/CollapseJugger/,-74.0756607,4.649658,Germany_and_Some_Neighbours
The Hare Ridders,https://www.facebook.com/thehareriddersteam/,-74.0856171,4.6565018,Germany_and_Some_Neighbours
Jugger Siena,https://www.facebook.com/Jugger-Siena-588564341512160/,11.3312541,43.3181225,Germany_and_Some_Neighbours
Jugger Basel,https://www.facebook.com/juggerbasel/,7.5874217,47.5704579,Germany_and_Some_Neighbours
Jugger Togliatti,https://vk.com/jugger_sport_tlt,49.296362,53.5166354,Germany_and_Some_Neighbours
Jugger Kursk,http://jugger-russia.tk/en/index.html,36.1550957,51.7076538,Germany_and_Some_Neighbours
Dracones Pannoniæ,https://www.facebook.com/groups/267237040684367/,19.0396658,47.4970961,Germany_and_Some_Neighbours
Peters Pawns,https://goo.gl/maps/XsU31xRc5bQ2,8.66347229999997,51.951983,Germany_and_Some_Neighbours
Jugger Asylum,http://www.facebook.com/JuggerAsylum,7.57082179999998,50.4371429,Germany_and_Some_Neighbours
Jugger am Eck (Jaeck),https://www.facebook.com/JuggeramEck/,7.58899589999999,50.3569429,Germany_and_Some_Neighbours
Ilmenites,https://www.facebook.com/Ilmenites/,10.9254728,50.6843502,Germany_and_Some_Neighbours
Bembelritter,http://jugger-ffm.de/#training AND https://www.facebook.com/groups/411040459105151/,8.64081199999998,50.143488,Germany_and_Some_Neighbours
